playerID,nameFirst,nameLast,nameGiven,weight,height,bats,throws,position
bouchme01,Medric,Boucher,Medric Charles Francis,165,70,R,R,LF
boudrlo01,Lou,Boudreau,Louis,185,71,R,R,CF
bouldca01,Carl,Bouldin,Carl Edward,180,74,B,R,1B
boultja01,Jake,Boultes,Jacob John,,75,R,R,1B
bourgja01,Jason,Bourgeois,Jason Jerrod,195,69,R,R,OF
bourgst01,Steve,Bourgeois,Steven James,205,73,R,R,C
bourjch01,Chris,Bourjos,Christopher,185,72,R,R,DH
bourjpe01,Peter,Bourjos,Peter Christopher,185,73,R,R,Pitcher
bourju01,Justin,Bour,Justin James,265,75,L,R,Pitcher
bournmi01,Michael,Bourn,Michael Ray,190,71,L,R,LF
bournra01,Rafael,Bournigal,Rafael Antonio,160,71,R,R,C
bourqpa01,Pat,Bourque,Patrick Daniel,210,72,L,L,LF
boutoji01,Jim,Bouton,James Alan,170,72,R,R,LF
boveemi01,Mike,Bovee,Michael Craig,200,70,R,R,DH
bowala01,Larry,Bowa,Lawrence Robert,155,70,B,R,Pitcher
bowcobe01,Benny,Bowcock,Benjamin James,150,67,R,R,DH
bowdemi01,Michael,Bowden,Michael Matthew,215,75,R,R,CF
bowdeti01,Tim,Bowden,David Timon,175,70,L,R,2B
bowench01,Chick,Bowen,Emmons Joseph,165,67,R,R,3B
bowency01,Cy,Bowen,Sutherland McCoy,175,72,R,R,DH
bowenro01,Rob,Bowen,Robert McClure,210,74,B,R,LF
bowenry01,Ryan,Bowen,Ryan Eugene,185,72,R,R,RF
bowensa01,Sam,Bowens,Samuel Edward,188,73,R,R,C
bowensa02,Sam,Bowen,Samuel Thomas,170,69,R,R,RF
bowerbi01,Billy,Bowers,Grover Bill,176,69,L,R,3B
bowerbr01,Brent,Bowers,Brent Raymond,200,75,L,R,LF
bowerce01,Cedrick,Bowers,Cedrick Jerome,220,74,B,L,LF
bowerfr01,Frank,Bowerman,Frank Eugene,190,74,R,R,1B
bowersh01,Shane,Bowers,Shane Patrick,215,76,R,R,SS
bowerst01,Stew,Bowers,Stewart Cole,170,72,B,R,3B
bowesfr01,Frank,Bowes,Frank M.,160,69,,R,3B
bowieji01,Jim,Bowie,James R.,205,72,L,L,Pitcher
bowiemi01,Micah,Bowie,Micah Andrew,185,76,L,L,Pitcher
bowkejo01,John,Bowker,John Brite,205,73,L,L,RF
bowlebr01,Brian,Bowles,Brian Christopher,220,77,R,R,C
bowlech01,Charlie,Bowles,Charles James,180,75,R,R,3B
bowleem01,Emmett,Bowles,Emmett Jerome,180,72,R,R,SS
bowlegr01,Grant,Bowler,Grant Tierney,190,72,R,R,SS
bowlist01,Steve,Bowling,Stephen Shaddon,185,72,R,R,CF
bowliwe01,Weldon,Bowlin,Lois Weldon,155,69,R,R,CF
bowmaab01,Abe,Bowman,Alvah Edson,190,73,R,R,1B
bowmabi01,Bill,Bowman,William G.,180,71,,,LF
bowmabo01,Bob,Bowman,Robert James,160,70,R,R,Pitcher
bowmabo02,Bob,Bowman,Robert Leroy,195,73,R,R,CF
bowmael01,Elmer,Bowman,Elmari Wilhelm,193,72,R,R,Pitcher
bowmaer01,Ernie,Bowman,Ernest Ferrell,160,70,R,R,RF
bowmajo01,Joe,Bowman,Joseph Emil,190,74,L,R,Pitcher
bowmama01,Matthew,Bowman,Matthew Chou,175,72,R,R,DH
bowmaro01,Roger,Bowman,Roger Clinton,175,72,R,L,Pitcher
bowmasu01,Sumner,Bowman,Sumner Sallade,160,72,L,L,1B
bowsere01,Red,Bowser,James Harvey,,,,,3B
bowsfte01,Ted,Bowsfield,Edward Oliver,190,73,R,L,CF
bowyetr01,Travis,Bowyer,Travis Charlton,210,75,R,R,C
boxbebr01,Brad,Boxberger,Bradley George,225,74,R,R,RF
boydbi01,Bill,Boyd,William John,250,,,,Pitcher
boydbo01,Bob,Boyd,Robert Richard,170,70,L,L,RF
boydfr01,Frank,Boyd,Frank Jay,168,,R,R,SS
boydga01,Gary,Boyd,Gary Lee,200,76,R,R,1B
boydja01,Jake,Boyd,Jacob Henry,160,,,L,OF
boydja02,Jason,Boyd,Jason Pernell,170,75,R,R,SS
boydma01,Matt,Boyd,Matthew Robert,215,75,L,L,1B
boydoi01,Oil Can,Boyd,Dennis Ray,155,73,R,R,1B
boydra01,Ray,Boyd,Raymond C.,160,70,R,R,C
boyerbl01,Blaine,Boyer,Blaine Thomas,225,75,R,R,CF
boyercl01,Cloyd,Boyer,Cloyd Victor,188,73,R,R,3B
boyercl02,Clete,Boyer,Cletis Leroy,165,72,R,R,SS
boyerke01,Ken,Boyer,Kenton Lloyd,190,73,R,R,DH
boylado01,Doe,Boyland,Dorian Scott,200,76,L,L,DH
boylebu01,Buzz,Boyle,Ralph Francis,170,71,L,L,RF
boyleed01,Eddie,Boyle,Edward Joseph,200,75,R,R,SS
boyleha01,Harry,Boyles,Harry,185,77,R,R,RF
boylehe01,Henry,Boyle,Henry J.,165,73,R,R,2B
boyleja01,Jack,Boyle,John Anthony,190,76,R,R,SS
boyleja02,Jack,Boyle,John Bellew,165,71,L,R,Pitcher
boyleji01,Jim,Boyle,James John,180,72,R,R,LF
bozema01,Marshall,Boze,Marshall Wayne,214,73,R,R,2B
brabege01,Gene,Brabender,Eugene Mathew,225,77,R,R,1B
brachbr01,Brad,Brach,Brad,215,78,R,R,Pitcher
brachsi01,Silvino,Bracho,Silvino,190,70,R,R,SS
brackan01,Andrew,Brackman,Andrew Warren,230,82,R,R,DH
brackgi01,Gibby,Brack,Gilbert Herman,170,69,R,R,OF
brackja01,Jack,Bracken,John James,175,71,R,R,LF
brackjo01,John,Brackenridge,John Givler,,72,R,R,RF
braddza01,Zach,Braddock,William Zachary,220,74,L,L,Pitcher
bradeda01,Dallas,Braden,Dallas Lee,185,73,L,L,3B
bradedo01,Don,Bradey,Donald Eugene,180,69,R,R,OF
bradfbi01,Bill,Bradford,William D.,180,74,R,R,DH
bradfbu01,Buddy,Bradford,Charles William,170,71,R,R,1B
bradfch01,Chad,Bradford,Chadwick Lee,205,77,R,R,Pitcher
bradfla01,Larry,Bradford,Larry,200,73,R,L,3B
bradfvi01,Vic,Bradford,Henry Victor,190,74,R,R,Pitcher
bradlal01,Al,Bradley,Albert Joseph,185,70,,,DH
bradlar01,Archie,Bradley,Archie N.,225,76,R,R,Pitcher
bradlbe01,Bert,Bradley,Steven Bert,190,73,B,R,3B
bradlbi01,Bill,Bradley,William Joseph,185,72,R,R,3B
bradlfo01,Foghorn,Bradley,George H.,175,72,R,R,2B
bradlfr01,Fred,Bradley,Fred Langdon,180,73,R,R,Pitcher
bradlge01,George,Bradley,George Washington,175,70,R,R,DH
bradlge02,George,Bradley,George Washington,185,73,R,R,SS
bradlhe01,Herb,Bradley,Herbert Theodore,170,72,R,R,2B
bradlhu01,Hugh,Bradley,Hugh Frederick,175,70,R,R,C
bradlja01,Jack,Bradley,John Thomas,175,71,R,R,DH
bradlja02,Jackie,Bradley,Jackie,200,70,L,R,2B
bradlje01,Jed,Bradley,Jedidiah Custer,225,75,L,L,RF
bradlma01,Mark,Bradley,Mark Allen,180,73,R,R,RF
bradlmi01,Milton,Bradley,Milton Obelle,215,72,B,R,SS
bradlph01,Phil,Bradley,Philip Poole,185,72,R,R,LF
bradlry01,Ryan,Bradley,Ryan J.,220,76,R,R,DH
bradlsc01,Scott,Bradley,Scott William,185,71,L,R,2B
bradlto01,Tom,Bradley,Thomas William,180,74,R,R,OF
bradsda01,Dallas,Bradshaw,Dallas Carl,145,67,L,R,C
bradsge01,George,Bradshaw,George Thomas,185,74,R,R,3B
bradsjo01,Joe,Bradshaw,Joseph Siah,200,74,R,R,C
bradste01,Terry,Bradshaw,Terry Leon,180,72,L,R,OF
brady01,Spike,Brady,Michael T.,,,,,RF
bradybi01,Bill,Brady,William Aloysius,180,73,R,R,CF
bradybo01,Bob,Brady,Robert Jay,175,73,L,R,CF
bradybr01,Brian,Brady,Brian Phelan,185,71,L,L,2B
bradycl01,Cliff,Brady,Clifford Francis,140,65,R,R,OF
bradydo01,Doug,Brady,Stephen Douglas,165,71,B,R,CF
bradyji01,Jim,Brady,James Joseph,185,74,L,L,1B
bradyki01,King,Brady,James Ward,190,72,R,R,CF
bradyne01,Neal,Brady,Cornelius Joseph,197,72,R,R,1B
bradyst01,Steve,Brady,Stephen A.,165,69,,,OF
bragabo01,Bobby,Bragan,Robert Randall,175,70,R,R,2B
braggda01,Darren,Bragg,Darren William,180,69,L,R,DH
braggdi01,Dick,Braggins,Richard Realf,170,71,R,R,DH
bragggl01,Glenn,Braggs,Glenn Erick,210,75,R,R,2B
brainas01,Asa,Brainard,Asahel,150,68,,R,1B
brainda01,Dave,Brain,David Leonard,170,70,R,R,DH
brainfr01,Fred,Brainard,Frederick F.,176,72,R,R,RF
braital01,Al,Braithwood,Alfred,145,73,R,L,SS
brameer01,Erv,Brame,Ervin Beckham,190,74,L,R,2B
bramhar01,Art,Bramhall,Arthur Washington,170,71,R,R,SS
brancal01,Al,Brancato,Albert,188,69,R,R,OF
brancha01,Harvey,Branch,Harvey Alfred,175,72,R,L,LF
brancno01,Norm,Branch,Norman Downs,200,75,R,R,SS
brancra01,Ralph,Branca,Ralph Theodore Joseph,220,75,R,R,CF
brancro01,Roy,Branch,Roy,175,72,R,R,DH
brandbi01,Bill,Brandt,William George,170,68,R,R,C
brandbu01,Bucky,Brandon,Darrell G.,200,74,R,R,SS
brandch01,Chick,Brandom,Chester Milton,161,68,R,R,1B
branded01,Ed,Brandt,Edward Arthur,190,73,L,L,RF
brandja01,Jackie,Brandt,John George,165,71,R,R,3B
brandma01,Mark,Brandenburg,Mark Clay,180,72,R,R,Pitcher
brandro01,Ron,Brand,Ronald George,167,67,R,R,LF
brannmi01,Mike,Brannock,Michael J.,162,68,,,C
brannot01,Otis,Brannan,Otis Owen,160,69,L,R,DH
branodu01,Dud,Branom,Edgar Dudley,190,73,L,L,CF
bransje01,Jeff,Branson,Jeffery Glenn,180,72,L,R,2B
branski01,Kitty,Bransfield,William Edward,207,71,R,R,RF
brantcl01,Cliff,Brantley,Clifford,190,74,R,R,SS
brantje01,Jeff,Brantley,Jeffrey Hoke,180,71,R,R,CF
brantma01,Marshall,Brant,Marshall Lee,185,77,R,R,CF
brantmi01,Mickey,Brantley,Michael Charles,180,70,R,R,2B
brantmi02,Michael,Brantley,Michael Charles,200,74,L,L,2B
brantro01,Rob,Brantly,Robert Jacob,195,73,L,R,RF
branyru01,Russell,Branyan,Russell Oles,235,76,L,R,CF
brashki01,Kitty,Brashear,Norman Cobb,205,71,R,R,OF
brashro01,Roy,Brashear,Roy Parks,190,71,R,R,3B
brasiry01,Ryan,Brasier,Ryan David,225,72,R,R,OF
bratcjo01,Joe,Bratcher,Joseph Warwick,140,68,L,R,LF
bratsfr01,Fred,Bratschi,Frederick Oscar,170,70,R,R,SS
braulst01,Steven,Brault,Steven Joseph,200,72,L,L,SS
braunjo01,John,Braun,John Paul,218,77,R,R,RF
braunry01,Ryan,Braun,Ryan Zachary,220,73,R,R,DH
braunry02,Ryan,Braun,Ryan Joseph,205,74,R,R,2B
braunst01,Steve,Braun,Stephen Russell,180,70,L,R,OF
bravoan01,Angel,Bravo,Angel Alfonso,150,68,L,L,SS
braxtga01,Garland,Braxton,Edgar Garland,152,71,B,L,OF
braybi01,Bill,Bray,William Paul,215,75,L,L,Pitcher
braybu01,Buster,Bray,Clarence Wilbur,170,72,L,L,1B
brazecr01,Craig,Brazell,Craig Walter,210,75,L,R,3B
brazede01,Dewon,Brazelton,Dewon Cortez,215,76,R,R,RF
brazifr01,Frank,Brazill,Frank Leo,175,71,L,R,LF
brazlal01,Al,Brazle,Alpha Eugene,185,74,L,L,2B
brazoyh01,Yhency,Brazoban,Yhency Jose,250,73,R,R,2B
breale01,Leslie,Brea,Lesli Guillermo,170,70,R,R,DH
breamsi01,Sid,Bream,Sidney Eugene,215,76,L,L,3B
breazji01,Jim,Breazeale,James Leo,210,74,L,R,SS
brechha01,Harry,Brecheen,Harry David,160,70,L,L,C
breckbi01,Bill,Breckinridge,William Robertson,175,71,R,R,RF
bredebr01,Brent,Brede,Brent David,190,76,L,L,RF
breedda01,Danny,Breeden,Danny Richard,185,71,R,R,DH
breedha01,Hal,Breeden,Harold Noel,200,74,R,L,CF
breedma01,Marv,Breeding,Marvin Eugene,175,72,R,R,RF
bregmal01,Alex,Bregman,Alexander David,180,72,R,R,DH
breinfr01,Fred,Breining,Fred Lawrence,185,76,R,R,OF
breital01,Alonzo,Breitenstein,Alonzo,,,,,CF
breitte01,Ted,Breitenstein,Theodore J.,167,69,L,L,Pitcher
bremehe01,Herb,Bremer,Herbert Frederick,195,72,R,R,2B
brenesa01,Sam,Brenegan,Olaf Selmar,185,74,L,R,LF
brenlbo01,Bob,Brenly,Robert Earl,210,74,R,R,SS
brennad01,Ad,Brennan,Addison Foster,170,71,L,L,OF
brennbe01,Bert,Brenner,Delbert Henry,175,72,R,R,OF
brenndo01,Don,Brennan,James Donald,210,72,R,R,LF
brennji01,Jack,Brennan,Jack,155,,,,LF
brennji02,Jim,Brenneman,James Leroy,180,74,R,R,DH
brennto01,Tom,Brennan,Thomas Martin,180,73,R,R,LF
brennwi01,William,Brennan,William Raymond,200,75,R,R,OF
brentbr01,Bryce,Brentz,Bryce Everett,210,72,R,R,OF
brently01,Lynn,Brenton,Lynn Davis,165,70,R,R,Pitcher
brenzbi01,Bill,Brenzel,William Richard,173,70,R,R,C
breslcr01,Craig,Breslow,Craig Andrew,190,72,L,L,1B
bresnro01,Roger,Bresnahan,Roger Philip,200,69,R,R,LF
bressed01,Eddie,Bressoud,Edward Francis,175,73,R,R,OF
bressru01,Rube,Bressler,Raymond Bloom,187,72,R,L,CF
bretoji01,Jim,Breton,John Frederick,178,70,R,R,C
brettge01,George,Brett,George Howard,185,72,L,R,3B
bretthe01,Duke,Brett,Herbert James,175,72,R,R,LF
brettke01,Ken,Brett,Kenneth Alven,190,72,L,L,OF
brettry01,Ryan,Brett,Ryan Duane,180,69,B,R,1B
breuema01,Marv,Breuer,Marvin Howard,185,74,R,R,Pitcher
brewebi01,Billy,Brewer,William Robert,175,73,L,L,CF
brewech01,Charles,Brewer,Charles Robert,210,75,R,R,Pitcher
breweja01,Jack,Brewer,Jack Herndon,170,74,R,R,SS
breweji01,Jim,Brewer,James Thomas,186,73,L,L,C
brewemi01,Mike,Brewer,Michael Quinn,190,77,R,R,C
brewero01,Rod,Brewer,Rodney Lee,210,75,L,L,RF
breweto01,Tom,Brewer,Thomas Austin,175,73,R,R,LF
breweto02,Tony,Brewer,Anthony Bruce,190,71,R,R,SS
brewija01,Jamie,Brewington,Jamie Chancellor,180,76,R,R,DH
brewsch01,Charlie,Brewster,Charles Lawrence,175,68,R,R,LF
briceal01,Alan,Brice,Alan Healey,215,77,R,R,2B
briceau01,Austin,Brice,Austin Robert,235,76,R,R,RF
brickfr01,Fred,Brickell,George Frederick,160,67,L,R,Pitcher
brickfr02,Fritz,Brickell,Fritz Darrell,157,65,R,R,CF
brickge01,George,Brickley,George Vincent,180,69,R,R,RF
brickra01,Ralph,Brickner,Ralph Harold,215,75,R,R,SS
brideji01,Jim,Brideweser,James Ehrenfeld,165,72,R,R,OF
bridgma01,Marshall,Bridges,Marshall,165,73,B,L,CF
bridgro01,Rocky,Bridges,Everett Lamar,170,68,R,R,DH
bridgto01,Tommy,Bridges,Thomas Jefferson Davis,155,70,R,R,SS
bridwal01,Al,Bridwell,Albert Henry,170,69,L,R,CF
bridwpa01,Parker,Bridwell,Parker Alan,185,76,R,R,2B
briefbu01,Bunny,Brief,Anthony Vincent,185,72,R,R,LF
briggbu01,Buttons,Briggs,Herbert Theodore,180,73,R,R,3B
briggch01,Charlie,Briggs,Charles R.,170,67,,,DH
briggda01,Dan,Briggs,Dan Lee,180,72,L,L,2B
brigggr01,Grant,Briggs,Grant,170,71,,,DH
briggjo01,John,Briggs,Jonathan Tift,175,70,R,R,RF
briggjo02,John,Briggs,John Edward,190,73,L,L,C
brighha01,Harry,Bright,Harry James,190,72,R,R,LF
brighja01,Jake,Brigham,Jacob Daniel,210,75,R,R,1B
brignre01,Reid,Brignac,Reid Michael,210,75,L,R,2B
brilegr01,Greg,Briley,Gregory,175,69,L,R,SS
brilene01,Nelson,Briles,Nelson Kelley,195,71,R,R,2B
brillfr01,Frank,Brill,Francis Hasbrouck,155,68,R,R,Pitcher
brillji01,Jim,Brillheart,James Benson,170,71,R,L,Pitcher
brinkbi01,Bill,Brinker,William Hutchinson,190,73,B,R,LF
brinkbr01,Brad,Brink,Bradford Albert,195,74,R,R,1B
brinkch01,Chuck,Brinkman,Charles Ernest,185,73,R,R,2B
brinked01,Ed,Brinkman,Edwin Albert,170,72,R,R,2B
brinkle01,Leon,Brinkopf,Leon Clarence,185,71,R,R,3B
briodfa01,Fatty,Briody,Charles F.,190,68,,R,1B
briscjo01,John,Briscoe,John Eric,185,75,R,R,SS
brisslo01,Lou,Brissie,Leland Victor,210,76,L,L,OF
bristda99,Dave,Bristol,James David,175,71,R,R,LF
bristge01,George,Bristow,George Gates,170,70,R,R,RF
britobe01,Bernardo,Brito,Bernardo,190,73,R,R,C
britoeu01,Eude,Brito,Eude Ezequiel,170,72,L,L,3B
britojo01,Jorge,Brito,Jorge Manuel,190,73,R,R,SS
britoju01,Juan,Brito,Juan Ramon,205,71,R,R,SS
britoso01,Socrates,Brito,Socrates Orel,205,74,L,L,OF
britoti01,Tilson,Brito,Tilson Manuel,170,72,R,R,3B
brittch01,Chris,Britton,Christopher Daniel,275,75,R,R,SS
brittdr01,Drake,Britton,John Drake,215,74,L,L,3B
brittgi01,Gil,Britton,Stephen Gilbert,160,70,R,R,CF
brittgu01,Gus,Brittain,August Schuster,192,70,R,R,DH
brittja01,Jack,Brittin,John Albert,175,71,R,R,1B
brittji01,Jim,Britt,James Edward,,66,,,OF
brittji02,Jim,Britton,James Allan,225,77,R,R,CF
brittza01,Zach,Britton,Zachary Grant,195,75,L,L,SS
brizzto01,Tony,Brizzolara,Anthony John,215,77,R,R,1B
broacjo01,Johnny,Broaca,John Joseph,190,71,R,R,SS
broadla01,Lance,Broadway,Lance Daniel,210,74,R,R,SS
broadmi01,Mike,Broadway,Michael Allen,215,77,R,R,DH
brobepe01,Pete,Broberg,Peter Sven,205,75,R,R,1B
brocado01,Doug,Brocail,Douglas Keith,220,77,L,R,1B
brockch01,Chris,Brock,Terrence Christopher,175,72,R,R,3B
brockgr01,Greg,Brock,Gregory Allen,200,75,L,R,3B
brockjo01,John,Brock,John Roy,165,66,R,R,2B
brockle01,Lew,Brockett,Lewis Albert,168,70,R,R,DH
brocklo01,Lou,Brock,Louis Clark,170,71,L,L,OF
brockta01,Tarrik,Brock,Tarrik Jumaan,170,75,L,L,LF
brodebr01,Brian,Broderick,Brian Michael,205,78,R,R,SS
brodema01,Matt,Broderick,Matthew Thomas,135,66,R,R,1B
brodist01,Steve,Brodie,Walter Scott,180,71,L,R,SS
brododi01,Dick,Brodowski,Richard Stanley,182,73,R,R,SS
brogler01,Ernie,Broglio,Ernest Gilbert,200,74,R,R,RF
brognri01,Rico,Brogna,Rico Joseph,205,74,L,L,CF
brohaja01,Jack,Brohamer,John Anthony,165,70,L,R,1B
brohatr01,Troy,Brohawn,Michael Troy,190,73,L,L,3B
brondke01,Ken,Brondell,Kenneth Leroy,195,73,R,R,CF
bronkhe01,Herman,Bronkie,Herman Charles,165,69,R,R,SS
bronkje01,Jeff,Bronkey,Jacob Jeffery,215,75,R,R,C
bronsji01,Jim,Bronstad,James Warren,196,75,R,R,SS
brookaa01,Aaron,Brooks,Aaron Lee,225,76,R,R,SS
brookbo01,Bobby,Brooks,Robert,165,68,R,R,C
brookfr01,Frank,Brooks,Frank J.,190,73,L,L,SS
brookha01,Fred,Mauer,Frederick H.,,,,,Pitcher
brookhu01,Hubie,Brooks,Hubert,178,72,R,R,SS
brookik01,Ike,Brookens,Edward Dwain,170,77,R,R,CF
brookje01,Jerry,Brooks,Jerome Edward,195,72,R,R,SS
brookma01,Mandy,Brooks,Jonathan,165,69,R,R,SS
brookto01,Tom,Brookens,Thomas Dale,165,70,R,R,C
brosisc01,Scott,Brosius,Scott David,200,73,R,R,SS
brosksi01,Sig,Broskie,Sigmund Theodore,200,71,R,R,DH
brosnji01,Jim,Brosnan,James Patrick,197,76,R,R,1B
brossfr01,Frank,Brosseau,Franklin Lee,180,73,R,R,RF
brosste01,Terry,Bross,Terrance Paul,234,81,R,R,SS
brothre01,Rex,Brothers,Rex Colman,210,72,L,L,SS
brottto01,Tony,Brottem,Anton Christian,176,72,R,R,Pitcher
brougca01,Cal,Broughton,Cecil Calvert,180,70,R,R,1B
brouhma01,Mark,Brouhard,Mark Steven,210,73,R,R,LF
brousbe01,Ben,Broussard,Benjamin Isaac,220,74,L,L,1B
broutar01,Art,Brouthers,Arthur Henry,,73,R,R,DH
broutda01,Dan,Brouthers,Dennis Joseph,207,74,L,L,Pitcher
brovijo01,Joe,Brovia,Joseph John,195,75,L,R,DH
browebo01,Bob,Brower,Robert Richard,185,71,R,R,C
browefr01,Frank,Brower,Frank Willard,180,74,L,R,OF
broweji01,Jim,Brower,James Robert,205,74,R,R,2B
browelo01,Louis,Brower,Louis Lester,155,70,R,R,LF
brown01,Robert,Brown,Robert,,,,,1B
brownad01,Adrian,Brown,Adrian Demond,175,72,B,R,DH
brownal01,Alton,Brown,Alton Leo,195,74,R,R,2B
brownan01,Andrew,Brown,Andrew Aaron,230,78,R,R,LF
brownan02,Andrew,Brown,Andrew Marshall,200,72,R,R,C
brownba01,Barret,Browning,Gary Barret,230,74,L,L,DH
brownbi01,Bill,Brown,William Verna,185,68,L,L,CF
brownbo01,Boardwalk,Brown,Carroll William,178,73,R,R,CF
brownbo02,Bob,Brown,Robert Murray,190,72,R,R,OF
brownbo03,Bobby,Brown,Robert William,180,73,L,R,SS
brownbo04,Bobby,Brown,Rogers Lee,190,74,B,R,C
brownbr01,Brant,Brown,Brant Michael,220,75,L,L,RF
brownbr02,Brooks,Brown,Brooks Steven,205,75,L,R,2B
brownbu01,Buster,Brown,Charles Edward,180,72,R,R,CF
brownby01,Byron,Browne,Byron Ellis,190,74,R,R,OF
brownca01,Cal,Browning,Calvin Duane,190,71,L,L,2B
brownch01,Charlie,Brown,Charles Edward,180,72,,L,LF
brownch02,Chris,Brown,John Christopher,185,72,R,R,2B
browncl01,Clint,Brown,Clinton Harold,190,73,L,R,1B
brownco01,Corey,Brown,Corey Allen,200,73,L,L,RF
browncu01,Curly,Brown,Charles Roy,165,70,L,L,Pitcher
browncu02,Curtis,Brown,Curtis,180,71,R,R,C
browncu03,Curt,Brown,Curtis Steven,200,77,R,R,1B
brownda01,Darrell,Brown,Darrell Wayne,184,72,B,R,3B
brownda99,Daren,Brown,Daren Dwayne,185,76,R,R,DH
brownde01,Delos,Brown,Delos Hight,160,69,R,R,1B
brownde02,Dee,Brown,Dermal Bram,235,72,L,R,OF
browndi01,Dick,Brown,Richard Ernest,176,74,R,R,2B
browndo01,Domonic,Brown,Domonic Larun,225,77,L,L,3B
browndr01,Drummond,Brown,Drummond Nicol,180,72,R,R,3B
browndu01,Dusty,Brown,Dustin William,195,72,R,R,1B
brownea01,Earl,Browne,Earl James,175,72,L,L,2B
browned01,Ed,Brown,Edward P.,178,,,R,3B
browned02,Eddie,Brown,Edward William,190,75,R,R,C
brownel01,Elmer,Brown,Elmer Young,172,71,L,R,1B
brownem01,Emil,Brown,Emil Quincy,195,74,R,R,RF
brownfr01,Fred,Brown,Fred Herbert,190,70,R,R,3B
brownfr02,Frank,Browning,Frank,145,65,R,R,LF
brownfr99,Freeman,Brown,Freeman,,,,,2B
brownga01,Gates,Brown,William James,220,71,L,R,3B
brownga02,Gary,Brown,Gary Allen,190,73,R,R,2B
brownge01,George,Browne,George Edward,160,70,L,R,3B
brownha01,Hal,Brown,Hector Harold,180,74,R,R,DH
brownik01,Ike,Brown,Isaac,190,72,R,R,CF
brownja01,Jackie,Brown,Jackie Gene,195,73,R,R,SS
brownja02,Jake,Brown,Jerald Ray,200,74,R,R,3B
brownja03,Jarvis,Brown,Jarvis Ardel,165,67,R,R,2B
brownja04,Jamie,Brown,Jamie Monroe,200,74,R,R,1B
brownje01,Jerry,Browne,Jerome Austin,140,70,B,R,DH
brownje02,Jeremy,Brown,Jeremy Scott,226,70,R,R,DH
brownji01,Jim,Brown,James W. H.,,,,,DH
brownji02,Jim,Brown,James Donaldson,178,72,R,R,3B
brownji03,Jimmy,Brown,James Roberson,165,68,B,R,1B
brownjo01,Joe,Brown,Joseph E.,162,70,,,2B
brownjo02,John,Brown,John J.,,,,R,DH
brownjo03,Joe,Brown,Joseph Henry,176,72,R,R,3B
brownjo04,Jophery,Brown,Jophery Clifford,190,74,L,R,SS
brownjo05,Jordan,Brown,Jordan Cassidy,220,72,L,L,SS
brownju01,Jumbo,Brown,Walter George,295,76,R,R,3B
brownke01,Kevin,Brown,James Kevin,195,76,R,R,2B
brownke02,Keith,Brown,Keith Edward,215,76,B,R,RF
brownke03,Kevin,Brown,Kevin Dewayne,185,73,L,L,LF
brownke04,Kevin,Brown,Kevin Lee,200,74,R,R,Pitcher
brownla01,Larry,Brown,Larry Leslie,160,70,R,R,C
brownle01,Lew,Brown,Lewis J.,185,70,R,R,C
brownle02,Leon,Brown,Leon,185,72,R,R,OF
brownli01,Lindsay,Brown,John Lindsay,160,70,R,R,2B
brownll01,Lloyd,Brown,Lloyd Andrew,170,69,L,L,RF
brownma01,Mace,Brown,Mace Stanley,190,73,R,R,3B
brownma02,Mark,Brown,Mark Anthony,190,74,B,R,DH
brownma03,Marty,Brown,Marty Leo,190,73,R,R,SS
brownma04,Mark,Brownson,Mark Phillip,175,74,L,R,OF
brownma05,Matthew,Brown,Matthew Benjamin,200,72,R,R,Pitcher
brownmi01,Mike,Brown,Michael Gary,195,74,R,R,3B
brownmi02,Mike,Brown,Michael Charles,195,74,R,R,OF
brownmo01,Mordecai,Brown,Mordecai Peter Centennial,175,70,B,R,2B
brownmy01,Myrl,Brown,Myrl Lincoln,172,71,R,R,CF
brownno01,Norm,Brown,Norman Ladelle,180,75,B,R,OF
brownol01,Oliver,Brown,Oliver Edward,160,72,R,R,RF
brownol02,Ollie,Brown,Ollie Lee,178,74,R,R,1B
brownos01,Oscar,Brown,Oscar Lee,175,72,R,R,DH
brownpa01,Paul,Brown,Paul Dwayne,190,73,R,R,CF
brownpe01,Pete,Browning,Louis Rogers,180,72,R,R,SS
brownpi01,Pidge,Browne,Prentice Almont,190,73,L,L,RF
brownra01,Ray,Brown,Paul Percival,172,73,R,R,DH
brownra02,Randy,Brown,Edwin Randolph,170,67,L,R,3B
brownra99,Ray,Brown,Raymond C.,195,73,B,R,DH
brownro01,Roosevelt,Brown,Roosevelt Lawayne,195,71,L,R,LF
brownsa01,Sam,Brown,Samuel Wakefield,,,R,R,2B
brownsc01,Scott,Brown,Scott Edward,220,74,R,R,SS
brownst01,Stub,Brown,Richard P.,220,74,,L,SS
brownst02,Steve,Brown,Steven Elbert,200,77,R,R,OF
brownto01,Tom,Brown,Thomas Tarlton,168,70,L,R,3B
brownto02,Tommy,Brown,Thomas Michael,170,73,R,R,DH
brownto03,Tom,Brown,Thomas William,190,73,B,L,C
brownto04,Tom,Brown,Thomas Dale,170,73,R,R,LF
brownto05,Tom,Browning,Thomas Leo,190,73,L,L,SS
browntr01,Trevor,Brown,Trevor Michael,195,74,R,R,LF
brownwa01,Walter,Brown,Walter Irving,175,71,R,R,SS
brownwi01,William,Brown,William M.,190,74,R,R,2B
brownwi02,Willard,Brown,Willard Jessie,200,71,R,R,DH
browsc01,Scott,Brow,Scott John,200,75,R,R,2B
